txn_id,date,merchant,amount,account
T000449,2026-02-04,AMC THEATRES #4412,56.35,credit
T000450,2026-02-04,LYFT *RIDE,35.89,credit
T000451,2026-02-04,SAFEWAY #1234 SEATTLE WA,110.83,credit
T000452,2026-02-04,STARBUCKS #1234 SEATTLE WA,4.73,credit
T000453,2026-02-04,TARGET T-1234,43.33,credit
T000454,2026-02-04,TRANSIT AUTHORITY,33.44,credit
T000455,2026-02-04,TST* RAMEN KOBO,48.53,credit
T000456,2026-02-05,AMZN Mktp US*2H4KJ,118.80,credit
T000457,2026-02-05,NETFLIX.COM,15.49,checking
T000458,2026-02-05,SPOTIFY P0A1B2C3,11.99,checking
T000459,2026-02-06,AMZN Mktp US*2H4KJ,97.48,credit
T000460,2026-02-06,MARRIOTT HOTELS 8891,534.20,credit
T000461,2026-02-06,SHELL OIL 57440,4.30,credit
T000462,2026-02-06,STARBUCKS #1234 SEATTLE WA,4.40,credit
T000463,2026-02-06,UBER *EATS,22.12,credit
T000464,2026-02-06,USPS POSTAL STORE,17.56,credit
T000465,2026-02-08,CHIPOTLE 1234,60.04,credit
T000466,2026-02-08,CITY UTILITIES ELECTRIC,74.56,checking
T000467,2026-02-09,SAFEWAY #1234 SEATTLE WA,117.51,credit
T000468,2026-02-09,STARBUCKS #1234 SEATTLE WA,6.77,credit
T000469,2026-02-09,TST* SUSHI PALACE,57.68,credit
T000470,2026-02-10,UBER *EATS,44.22,credit
T000471,2026-02-11,UBER *EATS,27.87,credit
T000472,2026-02-12,PEETS #88,5.54,credit
T000473,2026-02-12,VERIZON WIRELESS,68.00,checking
T000474,2026-02-13,CHIPOTLE 1234,13.18,credit
T000475,2026-02-14,CHIPOTLE 1234,43.50,credit
T000476,2026-02-14,SHELL OIL 57440,62.47,credit
T000477,2026-02-14,STARBUCKS #1234 SEATTLE WA,5.90,credit
T000478,2026-02-14,STARBUCKS #1234 SEATTLE WA,6.55,credit
T000479,2026-02-14,TST* RAMEN KOBO,36.59,credit
T000480,2026-02-15,CHIPOTLE 1234,38.73,credit
T000481,2026-02-15,TRANSIT AUTHORITY,61.08,credit
T000482,2026-02-16,BEST BUY #245,20.98,credit
T000483,2026-02-16,TRANSIT AUTHORITY,25.02,credit
T000484,2026-02-16,TST* RAMEN KOBO,48.90,credit
T000485,2026-02-17,TST* RAMEN KOBO,43.42,credit
T000486,2026-02-19,SHELL OIL 57440,67.11,credit
T000487,2026-02-19,TST* RAMEN KOBO,23.70,credit
T000488,2026-02-19,UBER *TRIP,68.89,credit
T000489,2026-02-19,WHOLE FOODS MKT #10263,64.75,credit
T000490,2026-02-20,AMZN Mktp US*2H4KJ,254.90,credit
T000491,2026-02-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000492,2026-02-20,CHIPOTLE 1234,64.40,credit
T000493,2026-02-20,CHIPOTLE 1234,14.72,credit
T000494,2026-02-20,COSTCO WHSE #123,104.82,credit
T000495,2026-02-20,TST* RAMEN KOBO,45.56,credit
T000496,2026-02-20,TST* SUSHI PALACE,13.46,credit
T000497,2026-02-20,UBER *EATS,53.29,credit
T000498,2026-02-20,UBER *TRIP,70.35,credit
T000499,2026-02-21,BEST BUY #245,3899.00,credit
T000500,2026-02-21,TST* SUSHI PALACE,37.55,credit
T000501,2026-02-22,CHIPOTLE 1234,32.98,credit
T000502,2026-02-22,PEETS #88,5.55,credit
T000503,2026-02-22,PEETS #88,8.40,credit
T000504,2026-02-22,STARBUCKS #1234 SEATTLE WA,4.66,credit
T000505,2026-02-23,CHIPOTLE 1234,46.37,credit
T000506,2026-02-23,READLY DIGITAL MAGAZINES,9.99,checking
T000507,2026-02-23,TRADER JOES #567,58.96,credit
T000508,2026-02-23,TRADER JOES #567,123.93,credit
T000509,2026-02-23,UBER *TRIP,32.11,credit
T000510,2026-02-23,WHOLE FOODS MKT #10263,55.58,credit
T000511,2026-02-23,WHOLE FOODS MKT #10263,176.84,credit
T000512,2026-02-24,AMC THEATRES #4412,85.35,credit
T000513,2026-02-24,BEST BUY #245,171.23,credit
T000514,2026-02-24,BLUE BOTTLE COFFEE,5.12,credit
T000515,2026-02-25,COSTCO WHSE #123,93.39,credit
T000516,2026-02-25,LYFT *RIDE,12.34,credit
T000517,2026-02-25,TARGET T-1234,251.82,credit
T000518,2026-02-26,COSTCO WHSE #123,80.28,credit
T000519,2026-02-26,LYFT *RIDE,66.82,credit
T000520,2026-02-26,TRADER JOES #567,159.56,credit
T000521,2026-02-26,TST* SUSHI PALACE,59.56,credit
T000522,2026-02-26,TST* SUSHI PALACE,38.73,credit
T000523,2026-02-27,BLUE BOTTLE COFFEE,8.88,credit
T000524,2026-02-27,COSTCO WHSE #123,157.54,credit
T000525,2026-02-27,STARBUCKS #1234 SEATTLE WA,7.56,credit
T000526,2026-02-27,TST* RAMEN KOBO,34.23,credit
T000527,2026-02-28,UBER *EATS,17.17,credit
T000528,2026-02-28,UBER *EATS,50.56,credit
T000529,2026-03-01,DOORDASH*THAI GARDEN,46.74,credit
T000530,2026-03-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000531,2026-03-01,SAFEWAY #1234 SEATTLE WA,80.16,credit
T000532,2026-03-02,TRANSIT AUTHORITY,14.67,credit
T000533,2026-03-02,TST* SUSHI PALACE,39.69,credit
T000534,2026-03-03,SAFEWAY #1234 SEATTLE WA,52.79,credit
T000535,2026-03-03,TARGET T-1234,221.51,credit
T000536,2026-03-03,UBER *EATS,24.56,credit
T000537,2026-03-03,UBER *TRIP,37.32,credit
T000538,2026-03-04,BLUE BOTTLE COFFEE,8.09,credit
T000539,2026-03-04,TST* SUSHI PALACE,21.71,credit
T000540,2026-03-04,UBER *EATS,25.42,credit
T000541,2026-03-04,UBER *EATS,49.25,credit
T000542,2026-03-05,NETFLIX.COM,19.36,checking
T000543,2026-03-05,PEETS #88,8.75,credit
T000544,2026-03-05,PEETS #88,9.03,credit
T000545,2026-03-05,SPOTIFY P0A1B2C3,11.99,checking
T000546,2026-03-06,CHIPOTLE 1234,19.56,credit
T000547,2026-03-06,COSTCO WHSE #123,165.56,credit
T000548,2026-03-06,PEETS #88,6.39,credit
T000549,2026-03-06,TARGET T-1234,84.44,credit
T000550,2026-03-06,TRANSIT AUTHORITY,23.66,credit
T000551,2026-03-07,LYFT *RIDE,41.78,credit
T000552,2026-03-07,STARBUCKS #1234 SEATTLE WA,6.82,credit
T000553,2026-03-07,TRADER JOES #567,59.97,credit
T000554,2026-03-07,TRANSIT AUTHORITY,42.16,credit
T000555,2026-03-08,CHIPOTLE 1234,46.93,credit
T000556,2026-03-08,CITY UTILITIES ELECTRIC,136.01,checking
T000557,2026-03-08,COSTCO WHSE #123,32.13,credit
T000558,2026-03-08,TRADER JOES #567,71.53,credit
T000559,2026-03-09,TST* SUSHI PALACE,29.18,credit
T000560,2026-03-10,SAFEWAY #1234 SEATTLE WA,141.84,credit
T000561,2026-03-10,TRADER JOES #567,69.05,credit
T000562,2026-03-10,TST* SUSHI PALACE,40.33,credit
T000563,2026-03-11,AMZN Mktp US*2H4KJ,178.82,credit
T000564,2026-03-11,CHIPOTLE 1234,21.80,credit
T000565,2026-03-11,COSTCO WHSE #123,110.36,credit
T000566,2026-03-11,LYFT *RIDE,36.14,credit
T000567,2026-03-12,PEETS #88,7.83,credit
T000568,2026-03-12,VERIZON WIRELESS,68.00,checking
T000569,2026-03-13,AMZN Mktp US*2H4KJ,258.26,credit
T000570,2026-03-13,STARBUCKS #1234 SEATTLE WA,7.37,credit
T000571,2026-03-13,STARBUCKS #1234 SEATTLE WA,8.57,credit
T000572,2026-03-14,BLUE BOTTLE COFFEE,4.46,credit
T000573,2026-03-14,TARGET T-1234,188.40,credit
T000574,2026-03-14,TARGET T-1234,188.40,credit
T000575,2026-03-15,DOORDASH*THAI GARDEN,47.58,credit
T000576,2026-03-15,TST* RAMEN KOBO,43.55,credit
T000577,2026-03-15,UBER *EATS,66.19,credit
T000578,2026-03-16,BLUE BOTTLE COFFEE,7.04,credit
T000579,2026-03-16,TRANSIT AUTHORITY,42.65,credit
T000580,2026-03-17,AMZN Mktp US*9X2LP,85.63,credit
T000581,2026-03-17,LYFT *RIDE,3.24,credit
T000582,2026-03-17,SAFEWAY #1234 SEATTLE WA,91.50,credit
T000583,2026-03-17,TARGET T-1234,249.34,credit
T000584,2026-03-18,CHIPOTLE 1234,13.30,credit
T000585,2026-03-18,DOORDASH*THAI GARDEN,51.44,credit
T000586,2026-03-18,TST* SUSHI PALACE,39.87,credit
T000587,2026-03-19,FEDEX OFFICE 1234,27.61,credit
T000588,2026-03-19,PEETS #88,8.98,credit
T000589,2026-03-19,TST* RAMEN KOBO,55.71,credit
T000590,2026-03-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000591,2026-03-20,PEETS #88,9.42,credit
T000592,2026-03-20,SAFEWAY #1234 SEATTLE WA,79.73,credit
T000593,2026-03-20,TRADER JOES #567,121.27,credit
T000594,2026-03-21,AMC THEATRES #4412,45.57,credit
T000595,2026-03-21,STARBUCKS #1234 SEATTLE WA,4.93,credit
T000596,2026-03-21,UBER *TRIP,31.86,credit
T000597,2026-03-22,CHIPOTLE 1234,29.68,credit
T000598,2026-03-22,LYFT *RIDE,12.49,credit
T000599,2026-03-22,TARGET T-1234,99.45,credit
T000600,2026-03-22,TRADER JOES #567,35.67,credit
T000601,2026-03-23,READLY DIGITAL MAGAZINES,9.99,checking
T000602,2026-03-23,TRANSIT AUTHORITY,48.83,credit
T000603,2026-03-23,TST* RAMEN KOBO,29.04,credit
T000604,2026-03-24,CHIPOTLE 1234,18.38,credit
T000605,2026-03-24,PEETS #88,7.22,credit
T000606,2026-03-24,STARBUCKS #1234 SEATTLE WA,9.42,credit
T000607,2026-03-24,STARBUCKS #1234 SEATTLE WA,9.07,credit
T000608,2026-03-24,TST* SUSHI PALACE,47.82,credit
T000609,2026-03-25,TST* RAMEN KOBO,36.34,credit
T000610,2026-03-26,AMC THEATRES #4412,14.89,credit
T000611,2026-03-26,AMZN Mktp US*2H4KJ,108.80,credit
T000612,2026-03-26,TST* SUSHI PALACE,15.03,credit
T000613,2026-03-26,WHOLE FOODS MKT #10263,96.34,credit
T000614,2026-03-27,BEST BUY #245,167.65,credit
T000615,2026-03-27,TST* RAMEN KOBO,24.35,credit
T000616,2026-03-27,UBER *EATS,65.67,credit
T000617,2026-03-27,UBER *EATS,46.77,credit
T000618,2026-03-28,BLUE BOTTLE COFFEE,6.04,credit
T000619,2026-04-01,BLUE BOTTLE COFFEE,6.30,credit
T000620,2026-04-01,CHIPOTLE 1234,41.50,credit
T000621,2026-04-01,DOORDASH*THAI GARDEN,35.70,credit
T000622,2026-04-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000623,2026-04-01,TRADER JOES #567,179.89,credit
T000624,2026-04-01,UBER *EATS,49.66,credit
T000625,2026-04-02,FEDEX OFFICE 1234,39.19,credit
T000626,2026-04-03,SHELL OIL 57440,58.51,credit
T000627,2026-04-04,DOORDASH*THAI GARDEN,16.64,credit
T000628,2026-04-05,BEST BUY #245,76.00,credit
T000629,2026-04-05,NETFLIX.COM,19.36,checking
T000630,2026-04-05,SPOTIFY P0A1B2C3,11.99,checking
T000631,2026-04-06,AMZN Mktp US*2H4KJ,53.58,credit
T000632,2026-04-06,AMZN Mktp US*2H4KJ,92.50,credit
T000633,2026-04-06,STARBUCKS #1234 SEATTLE WA,6.07,credit
T000634,2026-04-06,TST* RAMEN KOBO,28.52,credit
T000635,2026-04-07,BLUE BOTTLE COFFEE,5.51,credit
T000636,2026-04-07,CHIPOTLE 1234,49.23,credit
T000637,2026-04-07,TST* SUSHI PALACE,64.42,credit
T000638,2026-04-08,BEST BUY #245,243.78,credit
T000639,2026-04-08,CITY UTILITIES ELECTRIC,143.37,checking
T000640,2026-04-08,DOORDASH*THAI GARDEN,30.62,credit
T000641,2026-04-08,DOORDASH*THAI GARDEN,24.72,credit
T000642,2026-04-08,DOORDASH*THAI GARDEN,61.21,credit
T000643,2026-04-08,LYFT *RIDE,45.38,credit
T000644,2026-04-09,AMZN Mktp US*9X2LP,-139.99,credit
T000645,2026-04-09,STARBUCKS #1234 SEATTLE WA,4.84,credit
T000646,2026-04-09,TST* SUSHI PALACE,16.03,credit
T000647,2026-04-09,UBER *TRIP,71.47,credit
T000648,2026-04-09,WHOLE FOODS MKT #10263,39.21,credit
T000649,2026-04-10,TARGET T-1234,36.27,credit
T000650,2026-04-10,TRANSIT AUTHORITY,42.04,credit
T000651,2026-04-10,WHOLE FOODS MKT #10263,67.79,credit
T000652,2026-04-12,PEETS #88,4.35,credit
T000653,2026-04-12,TRANSIT AUTHORITY,37.91,credit
T000654,2026-04-12,VERIZON WIRELESS,68.00,checking
T000655,2026-04-13,LYFT *RIDE,38.34,credit
T000656,2026-04-13,STARBUCKS #1234 SEATTLE WA,7.22,credit
T000657,2026-04-13,UBER *TRIP,5.17,credit
T000658,2026-04-14,COSTCO WHSE #123,130.29,credit
T000659,2026-04-14,COSTCO WHSE #123,152.23,credit
T000660,2026-04-14,SHELL OIL 57440,9.59,credit
T000661,2026-04-14,TICKETMASTER,17.95,credit
T000662,2026-04-14,TST* RAMEN KOBO,16.84,credit
T000663,2026-04-14,TST* SUSHI PALACE,67.73,credit
T000664,2026-04-16,BLUE BOTTLE COFFEE,6.76,credit
T000665,2026-04-16,DOORDASH*THAI GARDEN,36.71,credit
T000666,2026-04-16,TARGET T-1234,151.80,credit
T000667,2026-04-16,TRADER JOES #567,126.12,credit
T000668,2026-04-16,TST* SUSHI PALACE,36.47,credit
T000669,2026-04-17,PEETS #88,6.25,credit
T000670,2026-04-17,UBER *TRIP,7.65,credit
T000671,2026-04-18,BLUE BOTTLE COFFEE,7.39,credit
T000672,2026-04-18,COSTCO WHSE #123,59.34,credit
T000673,2026-04-18,SHELL OIL 57440,23.02,credit
T000674,2026-04-18,SHELL OIL 57440,6.24,credit
T000675,2026-04-18,TICKETMASTER,80.00,credit
T000676,2026-04-18,UBER *EATS,59.79,credit
T000677,2026-04-18,USPS POSTAL STORE,45.63,credit
T000678,2026-04-19,AMZN Mktp US*9X2LP,157.03,credit
T000679,2026-04-19,TRADER JOES #567,77.69,credit
T000680,2026-04-19,TRADER JOES #567,136.13,credit
T000681,2026-04-19,TRANSIT AUTHORITY,49.21,credit
T000682,2026-04-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000683,2026-04-20,COSTCO WHSE #123,121.61,credit
T000684,2026-04-20,SHELL OIL 57440,39.73,credit
T000685,2026-04-20,STARBUCKS #1234 SEATTLE WA,8.15,credit
T000686,2026-04-21,BLUE BOTTLE COFFEE,8.86,credit
T000687,2026-04-21,QUEST DIAGNOSTICS,153.86,credit
T000688,2026-04-22,BLUE BOTTLE COFFEE,7.11,credit
T000689,2026-04-22,TST* SUSHI PALACE,38.20,credit
T000690,2026-04-22,TST* SUSHI PALACE,61.38,credit
T000691,2026-04-23,READLY DIGITAL MAGAZINES,9.99,checking
T000692,2026-04-23,TST* RAMEN KOBO,56.38,credit
T000693,2026-04-24,CHIPOTLE 1234,53.05,credit
T000694,2026-04-24,SHELL OIL 57440,41.21,credit
T000695,2026-04-24,TARGET T-1234,138.81,credit
T000696,2026-04-25,LYFT *RIDE,65.41,credit
T000697,2026-04-26,BLUE BOTTLE COFFEE,4.34,credit
T000698,2026-04-26,COSTCO WHSE #123,50.61,credit
T000699,2026-04-26,PEETS #88,7.04,credit
T000700,2026-04-26,PEETS #88,8.08,credit
T000701,2026-04-26,TST* RAMEN KOBO,27.60,credit
T000702,2026-04-27,BLUE BOTTLE COFFEE,6.65,credit
T000703,2026-04-27,COSTCO WHSE #123,119.01,credit
T000704,2026-04-27,DOORDASH*THAI GARDEN,56.60,credit
T000705,2026-04-27,TRADER JOES #567,147.64,credit
T000706,2026-04-27,WHOLE FOODS MKT #10263,38.30,credit
T000707,2026-04-28,BLUE BOTTLE COFFEE,6.13,credit
T000708,2026-04-28,DOORDASH*THAI GARDEN,16.95,credit
T000709,2026-04-28,WHOLE FOODS MKT #10263,58.10,credit
T000710,2026-05-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000711,2026-05-01,TST* SUSHI PALACE,25.98,credit
T000712,2026-05-02,TARGET T-1234,251.65,credit
T000713,2026-05-02,UBER *EATS,27.35,credit
T000714,2026-05-02,UBER *TRIP,20.75,credit
T000715,2026-05-03,STARBUCKS #1234 SEATTLE WA,9.31,credit
T000716,2026-05-03,TRANSIT AUTHORITY,62.00,credit
T000717,2026-05-04,BLUE BOTTLE COFFEE,6.30,credit
T000718,2026-05-04,COSTCO WHSE #123,169.68,credit
T000719,2026-05-04,STARBUCKS #1234 SEATTLE WA,6.33,credit
T000720,2026-05-04,TST* SUSHI PALACE,29.03,credit
T000721,2026-05-05,DOORDASH*THAI GARDEN,13.28,credit
T000722,2026-05-05,NETFLIX.COM,19.36,checking
T000723,2026-05-05,SPOTIFY P0A1B2C3,11.99,checking
T000724,2026-05-05,TRADER JOES #567,169.27,credit
T000725,2026-05-05,UBER *TRIP,53.20,credit
T000726,2026-05-06,BLUE BOTTLE COFFEE,9.27,credit
T000727,2026-05-06,STARBUCKS #1234 SEATTLE WA,5.61,credit
T000728,2026-05-07,AMZN Mktp US*9X2LP,82.50,credit
T000729,2026-05-08,AMZN Mktp US*9X2LP,197.91,credit
T000730,2026-05-08,CITY UTILITIES ELECTRIC,104.21,checking
T000731,2026-05-08,SAFEWAY #1234 SEATTLE WA,113.55,credit
T000732,2026-05-09,AMZN Mktp US*2H4KJ,79.91,credit
T000733,2026-05-09,UBER *EATS,19.67,credit
T000734,2026-05-10,BLUE BOTTLE COFFEE,7.61,credit
T000735,2026-05-10,CHIPOTLE 1234,45.00,credit
T000736,2026-05-10,PEETS #88,7.70,credit
T000737,2026-05-10,TRADER JOES #567,110.55,credit
T000738,2026-05-11,BEST BUY #245,172.20,credit
T000739,2026-05-11,DOORDASH*THAI GARDEN,12.95,credit
T000740,2026-05-11,FEDEX OFFICE 1234,45.01,credit
T000741,2026-05-11,PEETS #88,8.11,credit
T000742,2026-05-11,TST* RAMEN KOBO,44.84,credit
T000743,2026-05-12,SAFEWAY #1234 SEATTLE WA,116.68,credit
T000744,2026-05-12,VERIZON WIRELESS,68.00,checking
T000745,2026-05-13,BEST BUY #245,252.59,credit
T000746,2026-05-13,STARBUCKS #1234 SEATTLE WA,4.81,credit
T000747,2026-05-14,BLUE BOTTLE COFFEE,4.37,credit
T000748,2026-05-14,COSTCO WHSE #123,59.93,credit
T000749,2026-05-14,TRANSIT AUTHORITY,14.39,credit
T000750,2026-05-15,AMZN Mktp US*2H4KJ,92.51,credit
T000751,2026-05-15,BEST BUY #245,212.46,credit
T000752,2026-05-15,SHELL OIL 57440,27.35,credit
T000753,2026-05-15,STEAM GAMES,40.88,credit
T000754,2026-05-15,TST* RAMEN KOBO,28.92,credit
T000755,2026-05-15,TST* SUSHI PALACE,62.27,credit
T000756,2026-05-16,AMZN Mktp US*2H4KJ,329.00,credit
T000757,2026-05-16,CHIPOTLE 1234,54.26,credit
T000758,2026-05-16,COSTCO WHSE #123,154.33,credit
T000759,2026-05-16,UBER *EATS,63.43,credit
T000760,2026-05-17,AMZN Mktp US*2H4KJ,242.11,credit
T000761,2026-05-17,BLUE BOTTLE COFFEE,4.28,credit
T000762,2026-05-17,SHELL OIL 57440,60.27,credit
T000763,2026-05-17,TICKETMASTER,61.99,credit
T000764,2026-05-17,UBER *EATS,55.02,credit
T000765,2026-05-18,CHIPOTLE 1234,12.87,credit
T000766,2026-05-18,SAFEWAY #1234 SEATTLE WA,38.42,credit
T000767,2026-05-18,TST* SUSHI PALACE,61.27,credit
T000768,2026-05-18,UBER *EATS,66.10,credit
T000769,2026-05-19,PEETS #88,5.30,credit
T000770,2026-05-19,SHELL OIL 57440,10.52,credit
T000771,2026-05-19,STEAM GAMES,61.45,credit
T000772,2026-05-19,TST* RAMEN KOBO,17.28,credit
T000773,2026-05-19,TST* SUSHI PALACE,66.15,credit
T000774,2026-05-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000775,2026-05-20,PEETS #88,9.57,credit
T000776,2026-05-21,BLUE BOTTLE COFFEE,6.00,credit
T000777,2026-05-21,LYFT *RIDE,44.62,credit
T000778,2026-05-21,UBER *EATS,43.35,credit
T000779,2026-05-21,WHOLE FOODS MKT #10263,164.57,credit
T000780,2026-05-22,CHIPOTLE 1234,39.26,credit
T000781,2026-05-22,COSTCO WHSE #123,81.32,credit
T000782,2026-05-22,SHELL OIL 57440,11.58,credit
T000783,2026-05-22,UBER *EATS,40.26,credit
T000784,2026-05-22,UBER *TRIP,56.00,credit
T000785,2026-05-23,LYFT *RIDE,71.07,credit
T000786,2026-05-23,READLY DIGITAL MAGAZINES,9.99,checking
T000787,2026-05-24,TRADER JOES #567,132.29,credit
T000788,2026-05-24,TST* RAMEN KOBO,27.84,credit
T000789,2026-05-25,DOORDASH*THAI GARDEN,21.37,credit
T000790,2026-05-26,AMZN Mktp US*2H4KJ,92.42,credit
T000791,2026-05-26,UBER *EATS,28.66,credit
T000792,2026-05-27,DOORDASH*THAI GARDEN,42.96,credit
T000793,2026-05-27,DOORDASH*THAI GARDEN,16.97,credit
T000794,2026-05-27,STARBUCKS #1234 SEATTLE WA,9.35,credit
T000795,2026-05-28,WHOLE FOODS MKT #10263,61.42,credit
T000796,2026-06-01,AMZN Mktp US*9X2LP,105.22,credit
T000797,2026-06-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000798,2026-06-01,TARGET T-1234,50.75,credit
T000799,2026-06-02,TST* RAMEN KOBO,63.03,credit
T000800,2026-06-03,COSTCO WHSE #123,134.39,credit
T000801,2026-06-03,DOORDASH*THAI GARDEN,26.84,credit
T000802,2026-06-03,SAFEWAY #1234 SEATTLE WA,135.84,credit
T000803,2026-06-04,BEST BUY #245,140.43,credit
T000804,2026-06-04,STEAM GAMES,52.73,credit
T000805,2026-06-04,TRADER JOES #567,44.71,credit
T000806,2026-06-05,NETFLIX.COM,19.36,checking
T000807,2026-06-05,SPOTIFY P0A1B2C3,11.99,checking
T000808,2026-06-05,TST* RAMEN KOBO,46.22,credit
T000809,2026-06-06,BLUE BOTTLE COFFEE,6.35,credit
T000810,2026-06-06,COSTCO WHSE #123,153.10,credit
T000811,2026-06-06,UBER *TRIP,38.97,credit
T000812,2026-06-07,CHIPOTLE 1234,52.43,credit
T000813,2026-06-07,CHIPOTLE 1234,48.55,credit
T000814,2026-06-07,PEETS #88,7.25,credit
T000815,2026-06-07,TST* SUSHI PALACE,50.15,credit
T000816,2026-06-07,UBER *EATS,12.32,credit
T000817,2026-06-08,CITY UTILITIES ELECTRIC,57.34,checking
T000818,2026-06-08,COSTCO WHSE #123,38.87,credit
T000819,2026-06-09,CHIPOTLE 1234,18.69,credit
T000820,2026-06-09,STARBUCKS #1234 SEATTLE WA,6.46,credit
T000821,2026-06-10,STARBUCKS #1234 SEATTLE WA,8.63,credit
T000822,2026-06-10,TARGET T-1234,36.75,credit
T000823,2026-06-10,TST* RAMEN KOBO,38.89,credit
T000824,2026-06-10,TST* SUSHI PALACE,44.79,credit
T000825,2026-06-11,SHELL OIL 57440,61.47,credit
T000826,2026-06-11,STARBUCKS #1234 SEATTLE WA,4.84,credit
T000827,2026-06-11,TST* RAMEN KOBO,19.14,credit
T000828,2026-06-12,AMZN Mktp US*2H4KJ,57.48,credit
T000829,2026-06-12,CHIPOTLE 1234,42.75,credit
T000830,2026-06-12,STARBUCKS #1234 SEATTLE WA,4.80,credit
T000831,2026-06-12,TARGET T-1234,31.06,credit
T000832,2026-06-12,TST* RAMEN KOBO,27.25,credit
T000833,2026-06-12,VERIZON WIRELESS,68.00,checking
T000834,2026-06-13,WHOLE FOODS MKT #10263,133.17,credit
T000835,2026-06-14,TST* SUSHI PALACE,32.53,credit
T000836,2026-06-15,DOORDASH*THAI GARDEN,60.68,credit
T000837,2026-06-15,SAFEWAY #1234 SEATTLE WA,158.80,credit
T000838,2026-06-15,STEAM GAMES,29.00,credit
T000839,2026-06-15,UBER *EATS,45.70,credit
T000840,2026-06-15,UBER *TRIP,69.71,credit
T000841,2026-06-16,BLUE BOTTLE COFFEE,4.34,credit
T000842,2026-06-16,STARBUCKS #1234 SEATTLE WA,7.99,credit
T000843,2026-06-16,TST* SUSHI PALACE,41.71,credit
T000844,2026-06-17,STARBUCKS #1234 SEATTLE WA,6.97,credit
T000845,2026-06-17,TRANSIT AUTHORITY,14.52,credit
T000846,2026-06-17,TST* RAMEN KOBO,37.40,credit
T000847,2026-06-17,TST* SUSHI PALACE,22.75,credit
T000848,2026-06-17,WHOLE FOODS MKT #10263,177.54,credit
T000849,2026-06-18,AMZN Mktp US*2H4KJ,82.77,credit
T000850,2026-06-18,CHIPOTLE 1234,46.33,credit
T000851,2026-06-18,PEETS #88,6.32,credit
T000852,2026-06-19,TRANSIT AUTHORITY,36.44,credit
T000853,2026-06-19,TST* RAMEN KOBO,61.41,credit
T000854,2026-06-19,TST* SUSHI PALACE,19.28,credit
T000855,2026-06-20,AMC THEATRES #4412,26.04,credit
T000856,2026-06-20,APPLE.COM/BILL ICLOUD,2.99,checking
T000857,2026-06-20,BLUE BOTTLE COFFEE,6.06,credit
T000858,2026-06-20,BLUE BOTTLE COFFEE,5.12,credit
T000859,2026-06-21,COSTCO WHSE #123,141.14,credit
T000860,2026-06-21,SHELL OIL 57440,31.71,credit
T000861,2026-06-21,TRADER JOES #567,58.39,credit
T000862,2026-06-21,TST* RAMEN KOBO,38.25,credit
T000863,2026-06-22,BLUE BOTTLE COFFEE,8.33,credit
T000864,2026-06-22,TST* SUSHI PALACE,37.36,credit
T000865,2026-06-23,READLY DIGITAL MAGAZINES,9.99,checking
T000866,2026-06-24,BLUE BOTTLE COFFEE,6.37,credit
T000867,2026-06-24,COSTCO WHSE #123,124.73,credit
T000868,2026-06-24,SAFEWAY #1234 SEATTLE WA,80.17,credit
T000869,2026-06-24,TRANSIT AUTHORITY,65.13,credit
T000870,2026-06-24,UBER *TRIP,16.17,credit
T000871,2026-06-25,CHIPOTLE 1234,41.51,credit
T000872,2026-06-25,UBER *EATS,44.27,credit
T000873,2026-06-26,FEDEX OFFICE 1234,35.68,credit
T000874,2026-06-26,LYFT *RIDE,48.34,credit
T000875,2026-06-26,TST* RAMEN KOBO,26.24,credit
T000876,2026-06-26,TST* SUSHI PALACE,30.57,credit
T000877,2026-06-26,WHOLE FOODS MKT #10263,59.37,credit
T000878,2026-06-27,COSTCO WHSE #123,39.68,credit
T000879,2026-06-27,LYFT *RIDE,22.86,credit
T000880,2026-06-27,PEETS #88,4.26,credit
T000881,2026-06-27,PEETS #88,5.93,credit
T000882,2026-06-27,SAFEWAY #1234 SEATTLE WA,51.87,credit
T000883,2026-06-27,TRANSIT AUTHORITY,21.94,credit
T000884,2026-06-27,UBER *TRIP,29.67,credit
T000885,2026-06-28,DOORDASH*THAI GARDEN,41.29,credit
T000886,2026-07-01,AMC THEATRES #4412,92.28,credit
T000887,2026-07-01,PACIFIC PROPERTY MGMT RENT,3250.00,checking
T000888,2026-07-01,STARBUCKS #1234 SEATTLE WA,9.62,credit
T000889,2026-07-01,UBER *EATS,66.34,credit
T000890,2026-07-02,LYFT *RIDE,68.43,credit
T000891,2026-07-02,PEETS #88,5.04,credit
T000892,2026-07-02,WHOLE FOODS MKT #10263,137.82,credit
T000893,2026-07-03,CHIPOTLE 1234,59.57,credit
T000894,2026-07-03,SHELL OIL 57440,57.04,credit
T000895,2026-07-03,UBER *TRIP,21.06,credit
T000896,2026-07-04,FEDEX OFFICE 1234,8.61,credit
T000897,2026-07-04,UBER *EATS,61.57,credit
